team.key,park.key,year.key,span.first,span.last,games,openings,attendance
CL4,CLE 5.00,1897,1897-05-03,1897-09-26,65,61,116250
LS3,LOU03,1897,1897-04-22,1897-10-03,68,61,145210
NY1,NYC10,1897,1897-04-26,1897-10-02,76,67,389740
PHI,PHI09,1897,1897-04-22,1897-09-22,67,60,293429
PIT,PIT05,1897,1897-05-03,1897-10-02,65,58,166050
SLN,STL05,1897,1897-04-22,1897-10-03,61,50,133900
WAS,WAS06,1897,1897-04-22,1897-09-14,68,60,153922
BLN,BAL07,1898,1898-04-16,1898-10-15,76,66,131983
BRO,NYC12,1898,1898-04-30,1898-10-12,72,66,119249
BRO,WNY01,1898,1898-09-18,1898-10-02,2,2,6000
BSN,BOS05,1898,1898-04-19,1898-10-04,79,72,241820
CHN,CHI08,1898,1898-04-29,1898-10-09,89,89,465600
CIN,CIN05,1898,1898-04-15,1898-10-09,89,77,338892
CL4,CHI08,1898,1898-10-08,1898-10-08,1,0,0
CL4,CLE 5.00,1898,1898-04-29,1898-08-26,40,36,33300
CL4,CLL01,1898,1898-06-12,1898-06-19,2,2,9000
CL4,PHI09,1898,1898-07-29,1898-08-11,9,6,18697
CL4,ROC02,1898,1898-08-27,1898-08-29,2,2,3100
CL4,ROC03,1898,1898-08-28,1898-08-28,1,1,1200
CL4,STL05,1898,1898-09-28,1898-09-29,2,2,5000
LS3,LOU03,1898,1898-04-15,1898-10-15,79,71,137655
NY1,NYC10,1898,1898-04-16,1898-10-15,75,67,208300
NY1,WNY01,1898,1898-09-11,1898-09-11,1,1,5000
PHI,PHI09,1898,1898-04-16,1898-10-15,81,72,266481
PIT,PIT05,1898,1898-04-29,1898-10-13,75,72,150300
SLN,STL05,1898,1898-04-15,1898-10-07,66,54,154600
WAS,WAS06,1898,1898-04-18,1898-10-12,80,68,102950
BLN,BAL07,1899,1899-04-15,1899-10-10,77,67,125583
BRO,NYC12,1899,1899-04-15,1899-10-14,78,73,270882
BSN,BOS05,1899,1899-04-19,1899-10-14,80,69,211250
CHN,CHI08,1899,1899-04-27,1899-10-15,85,85,414971
CIN,CIN05,1899,1899-04-15,1899-10-15,88,74,270742
CL4,CLE 5.00,1899,1899-05-01,1899-08-30,41,37,10229
CL4,STL05,1899,1899-09-24,1899-09-24,1,0,0
LS3,LOU03,1899,1899-04-14,1899-08-02,51,46,98010
LS3,LOU04,1899,1899-08-22,1899-09-02,12,11,18200
NY1,NYC10,1899,1899-04-20,1899-10-11,72,65,113035
NY1,WNY01,1899,1899-06-04,1899-09-17,4,4,9300
PHI,PHI09,1899,1899-04-14,1899-10-10,83,77,396024
PIT,PIT05,1899,1899-04-28,1899-10-14,85,75,200100
SLN,STL05,1899,1899-04-15,1899-10-09,87,75,373550
WAS,WAS06,1899,1899-04-18,1899-10-14,79,66,86583
BRO,NYC12,1900,1900-04-21,1900-10-12,73,4,37700
BSN,BOS05,1900,1900-04-19,1900-10-04,73,11,43800
CHN,CHI08,1900,1900-04-27,1900-10-08,77,73,302050
CIN,CIN05,1900,1900-04-19,1900-10-05,63,3,18500
NY1,NYC10,1900,1900-04-19,1900-10-13,71,6,50800
PHI,PHI09,1900,1900-04-20,1900-10-13,70,5,51779
PIT,PIT05,1900,1900-04-26,1900-10-13,70,2,15100
SLN,STL05,1900,1900-04-19,1900-10-14,72,5,48000
BLA,BAL09,1901,1901-04-26,1901-09-28,66,55,137193
BOS,BOS06,1901,1901-05-08,1901-09-28,69,62,286974
BRO,NYC12,1901,1901-04-19,1901-10-05,68,57,187850
BSN,BOS05,1901,1901-04-19,1901-09-14,70,63,144455
CHA,CHI09,1901,1901-04-24,1901-09-15,71,66,338700
CHN,CHI08,1901,1901-04-26,1901-10-06,70,69,230710
CIN,CIN05,1901,1901-04-20,1901-10-06,72,65,202308
CLE,CLE 5.00,1901,1901-04-29,1901-09-13,69,58,115757
DET,DET02,1901,1901-04-25,1901-09-14,57,55,190278
DET,DET03,1901,1901-04-28,1901-09-15,13,13,64700
MLA,MIL04,1901,1901-05-03,1901-09-12,70,65,137175
NY1,NYC10,1901,1901-04-26,1901-09-16,71,56,285270
PHA,PHI10,1901,1901-04-26,1901-09-28,66,59,197786
PHI,PHI09,1901,1901-04-18,1901-10-05,69,60,229465
PIT,PIT05,1901,1901-04-27,1901-10-02,69,65,248460
SLN,STL05,1901,1901-04-19,1901-09-30,72,69,385572
WS1,WAS07,1901,1901-04-29,1901-09-27,68,66,173115
BLA,BAL09,1902,1902-04-23,1902-09-29,64,60,161307
BOS,BOS06,1902,1902-04-19,1902-09-18,71,66,338894
BRO,NYC12,1902,1902-04-17,1902-09-30,69,67,239770
BSN,BOS05,1902,1902-04-19,1902-10-04,72,63,145238
CHA,CHI09,1902,1902-04-23,1902-09-25,72,59,317737
CHN,CHI08,1902,1902-04-21,1902-09-28,72,66,269810
CIN,CIN06,1902,1902-04-17,1902-09-28,70,69,261100
CLE,CAN01,1902,1902-06-15,1902-06-15,1,0,0
CLE,CLE 5.00,1902,1902-05-06,1902-09-23,60,58,256095
CLE,COL03,1902,1902-08-03,1902-08-03,1,0,0
CLE,DAY01,1902,1902-06-08,1902-06-08,1,0,0
CLE,FOR03,1902,1902-06-22,1902-08-31,2,0,0
DET,DET02,1902,1902-05-01,1902-09-27,57,53,149089
DET,DET03,1902,1902-05-04,1902-09-07,10,10,44734
NY1,NYC10,1902,1902-04-17,1902-09-29,71,71,360250
PHA,PHI10,1902,1902-05-02,1902-09-24,73,66,407469
PHI,PHI09,1902,1902-04-18,1902-10-03,69,61,116102
PIT,PIT05,1902,1902-04-22,1902-10-04,71,68,251300
SLA,STL06,1902,1902-04-23,1902-09-28,73,63,320167
SLN,STL05,1902,1902-04-17,1902-10-05,70,64,263678
WS1,WAS07,1902,1902-04-23,1902-09-27,68,63,200656
BOS,BOS06,1903,1903-04-20,1903-09-28,70,64,373297
BRO,NYC12,1903,1903-04-21,1903-09-09,73,63,214953
BSN,BOS05,1903,1903-04-20,1903-09-08,67,55,139493
BSN,WAR01,1903,1903-09-06,1903-09-06,1,0,0
CHA,CHI09,1903,1903-05-01,1903-09-06,70,65,299151
CHN,CHI08,1903,1903-04-22,1903-09-27,73,69,379940
CIN,CIN06,1903,1903-04-16,1903-09-27,76,66,376204
CLE,CAN01,1903,1903-05-10,1903-06-21,2,2,11000
CLE,CLE 5.00,1903,1903-04-28,1903-09-12,71,65,325217
CLE,COL03,1903,1903-05-17,1903-05-17,1,1,4822
DET,DET02,1903,1903-04-22,1903-09-14,62,55,231878
DET,GRA01,1903,1903-05-24,1903-05-24,1,1,6000
DET,TOL04,1903,1903-06-28,1903-08-16,2,2,9500
NY1,NYC10,1903,1903-04-17,1903-09-08,70,59,595485
NYA,NYC13,1903,1903-04-30,1903-09-29,67,61,213918
PHA,PHI10,1903,1903-04-22,1903-09-29,67,61,409897
PHI,PHI09,1903,1903-04-17,1903-08-08,45,41,124945
PHI,PHI10,1903,1903-08-20,1903-09-10,16,9,23995
PIT,PIT05,1903,1903-04-21,1903-09-26,70,65,298083
SLA,STL06,1903,1903-04-22,1903-09-13,70,59,327000
SLN,STL05,1903,1903-04-16,1903-09-27,69,60,232386
WS1,WAS07,1903,1903-04-22,1903-09-28,71,64,125241
BOS,BOS06,1904,1904-04-18,1904-10-08,81,72,629247
BRO,NYC12,1904,1904-04-14,1904-10-08,76,69,248233
BSN,BOS05,1904,1904-04-21,1904-10-05,79,68,159571
CHA,CHI09,1904,1904-04-14,1904-10-09,78,78,611136
CHN,CHI08,1904,1904-04-21,1904-10-09,78,76,473600
CIN,CIN06,1904,1904-04-14,1904-09-13,79,70,442629
CLE,CLE 5.00,1904,1904-04-22,1904-10-06,78,74,291877
DET,DET02,1904,1904-04-22,1904-10-08,79,78,192856
NY1,NYC10,1904,1904-04-21,1904-10-04,84,72,649977
NYA,NWK01,1904,1904-07-17,1904-07-17,1,1,6700
NYA,NYC13,1904,1904-04-14,1904-10-10,74,69,466931
PHA,PHI10,1904,1904-04-21,1904-09-16,79,77,597392
PHI,PHI09,1904,1904-04-14,1904-10-08,73,59,144309
PIT,PIT05,1904,1904-04-21,1904-10-08,78,71,365341
SLA,STL06,1904,1904-04-14,1904-10-05,78,78,405776
SLN,STL05,1904,1904-04-15,1904-10-09,76,66,433680
WS1,WAS08,1904,1904-04-14,1904-10-10,78,76,157932
BOS,BOS06,1905,1905-04-21,1905-10-07,77,65,479306
BRO,NYC12,1905,1905-04-14,1905-10-07,77,71,226874
BSN,BOS05,1905,1905-04-18,1905-09-20,76,68,154959
CHA,CHI09,1905,1905-04-14,1905-09-17,82,75,696192
CHN,CHI08,1905,1905-04-19,1905-10-08,81,72,521400
CIN,CIN06,1905,1905-04-14,1905-10-08,79,70,315347
CLE,CLE 5.00,1905,1905-04-15,1905-10-07,77,68,318959
DET,COL04,1905,1905-07-23,1905-07-24,2,2,9272
DET,DET02,1905,1905-04-19,1905-09-16,74,67,185412
NY1,NYC10,1905,1905-04-14,1905-10-07,76,67,541000
NYA,NYC13,1905,1905-04-22,1905-10-03,75,60,371000
PHA,PHI10,1905,1905-04-14,1905-10-04,74,71,624639
PHI,PHI09,1905,1905-04-22,1905-09-20,76,67,315937
PIT,PIT05,1905,1905-04-19,1905-10-07,78,72,375209
SLA,STL06,1905,1905-04-19,1905-10-08,79,70,362138
SLN,STL05,1905,1905-04-14,1905-10-03,77,63,271650
WS1,WAS08,1905,1905-04-14,1905-10-07,77,66,247175
BOS,BOS06,1906,1906-04-17,1906-10-06,77,72,407458
BRO,NYC12,1906,1906-04-12,1906-10-02,76,68,296350
BSN,BOS05,1906,1906-04-20,1906-10-04,76,72,140686
CHA,CHI09,1906,1906-04-20,1906-10-07,79,75,616749
CHN,CHI08,1906,1906-04-17,1906-09-16,79,76,713700
CIN,CIN06,1906,1906-04-12,1906-10-07,78,71,354341
CLE,CLE 5.00,1906,1906-04-30,1906-10-03,79,68,330633
DET,DET02,1906,1906-04-17,1906-09-28,78,71,172360
NY1,NYC10,1906,1906-04-20,1906-10-05,75,65,438950
NYA,NYC13,1906,1906-04-14,1906-09-12,76,63,387750
PHA,PHI10,1906,1906-04-18,1906-10-03,73,62,452414
PHI,PHI09,1906,1906-04-12,1906-10-01,77,69,291195
PIT,PIT05,1906,1906-04-17,1906-10-04,77,73,397800
SLA,STL06,1906,1906-04-17,1906-10-07,76,63,336587
SLN,STL05,1906,1906-04-12,1906-10-07,77,61,263155
WS1,WAS08,1906,1906-04-14,1906-10-03,75,67,235291
BOS,BOS06,1907,1907-04-16,1907-10-03,78,75,456120
BRO,NYC12,1907,1907-04-16,1907-09-17,77,64,334276
BSN,BOS05,1907,1907-04-12,1907-10-05,74,67,215710
CHA,CHI09,1907,1907-04-18,1907-10-06,79,75,708776
CHN,CHI08,1907,1907-04-11,1907-10-02,76,69,431900
CIN,CIN06,1907,1907-04-11,1907-10-06,81,65,297165
CLE,CLE 5.00,1907,1907-04-18,1907-09-19,82,75,360010
DET,DET02,1907,1907-04-11,1907-09-18,79,72,299721
NY1,NYC10,1907,1907-04-11,1907-09-10,77,67,514500
NYA,NYC13,1907,1907-04-16,1907-10-05,75,67,449500
PHA,PHI10,1907,1907-04-11,1907-10-03,73,64,622826
PHI,PHI09,1907,1907-04-16,1907-10-05,75,65,332685
PIT,PIT05,1907,1907-04-17,1907-10-03,77,70,330859
SLA,STL06,1907,1907-04-11,1907-10-06,76,61,396977
SLN,STL05,1907,1907-04-19,1907-10-06,79,67,279701
WS1,WAS08,1907,1907-04-11,1907-10-05,75,62,219224
BOS,BOS06,1908,1908-04-14,1908-10-07,77,77,543686
BRO,NYC12,1908,1908-04-14,1908-10-03,77,68,240300
BSN,BOS05,1908,1908-04-22,1908-09-30,78,78,294435
CHA,CHI09,1908,1908-04-14,1908-10-06,78,71,658310
CHN,CHI08,1908,1908-04-22,1908-10-04,78,70,629317
CIN,CIN06,1908,1908-04-14,1908-10-04,77,73,369250
CLE,CLE 5.00,1908,1908-04-14,1908-10-03,78,75,418206
DET,DET02,1908,1908-04-17,1908-10-03,78,75,432838
NY1,NYC10,1908,1908-04-22,1908-10-08,80,79,1031300
NYA,NYC13,1908,1908-04-14,1908-10-03,77,76,341450
PHA,PHI10,1908,1908-04-22,1908-10-03,78,72,440381
PHI,PHI09,1908,1908-04-14,1908-10-07,78,67,427703
PIT,PIT05,1908,1908-04-22,1908-09-30,77,72,420147
SLA,STL06,1908,1908-04-24,1908-10-06,78,73,652797
SLN,STL05,1908,1908-04-15,1908-10-03,77,66,305383
WS1,WAS08,1908,1908-04-22,1908-10-08,78,69,256400
BOS,BOS06,1909,1909-04-21,1909-10-02,75,66,705628
BRO,NYC12,1909,1909-04-22,1909-10-07,79,64,299700
BSN,BOS05,1909,1909-04-14,1909-09-14,76,71,233150
CHA,CHI09,1909,1909-04-22,1909-10-03,81,73,490800
CHN,CHI08,1909,1909-04-14,1909-10-04,77,68,613298
CIN,CIN06,1909,1909-04-14,1909-10-05,80,66,395900
CLE,CLE 5.00,1909,1909-04-22,1909-09-06,77,70,353808
DET,DET02,1909,1909-04-14,1909-10-02,78,76,498912
NY1,NYC10,1909,1909-04-15,1909-10-04,77,62,732000
NYA,NYC13,1909,1909-04-22,1909-10-01,77,62,505500
PHA,PHI11,1909,1909-04-12,1909-10-02,76,64,675231
PHI,PHI09,1909,1909-04-22,1909-10-07,77,64,299915
PIT,PIT05,1909,1909-04-22,1909-06-29,25,25,160736
PIT,PIT06,1909,1909-06-30,1909-09-30,54,48,406283
SLA,STL07,1909,1909-04-14,1909-10-03,79,78,547600
SLN,STL05,1909,1909-04-22,1909-10-06,76,64,373245
WS1,WAS08,1909,1909-04-12,1909-10-01,77,62,209945
BOS,BOS06,1910,1910-04-19,1910-09-13,80,71,714594
BRO,NYC12,1910,1910-04-20,1910-10-12,80,64,310250
BSN,BOS05,1910,1910-04-14,1910-10-08,78,61,180656
CHA,CHI09,1910,1910-04-14,1910-06-27,28,28,241140
CHA,CHI10,1910,1910-07-01,1910-10-09,51,45,424130
CHN,CHI08,1910,1910-04-21,1910-10-15,77,71,763210
CIN,CIN06,1910,1910-04-14,1910-10-09,77,73,431341
CLE,CLE 6.00,1910,1910-04-21,1910-09-29,80,71,306735
DET,DET02,1910,1910-04-14,1910-10-05,78,75,392117
NY1,NYC10,1910,1910-04-20,1910-10-11,79,68,585602
NYA,NYC13,1910,1910-04-14,1910-10-08,77,76,749327
PHA,PHI11,1910,1910-04-20,1910-10-06,78,72,644500
PHI,PHI09,1910,1910-04-14,1910-09-29,78,70,352778
PIT,PIT06,1910,1910-04-21,1910-10-08,76,71,436188
SLA,STL07,1910,1910-04-21,1910-10-09,79,65,292600
SLN,STL05,1910,1910-04-14,1910-10-04,76,71,493000
WS1,WAS08,1910,1910-04-14,1910-10-06,77,77,345017
BOS,BOS06,1911,1911-04-21,1911-10-07,76,68,597928
BRO,NYC12,1911,1911-04-21,1911-10-10,74,66,322100
BSN,BOS05,1911,1911-04-12,1911-09-14,75,0,0
CHA,CHI10,1911,1911-04-20,1911-10-08,78,70,697450
CHN,CHI08,1911,1911-04-12,1911-10-09,84,77,760950
CIN,CIN06,1911,1911-04-12,1911-10-12,82,73,350200
CLE,CLE 6.00,1911,1911-04-20,1911-10-04,77,69,391730
DET,DET02,1911,1911-04-13,1911-09-10,76,74,480680
NY1,NYC10,1911,1911-04-12,1911-04-13,2,2,35000
NY1,NYC13,1911,1911-04-15,1911-05-30,28,27,270500
NY1,NYC14,1911,1911-06-28,1911-10-12,45,38,471500
NYA,NYC13,1911,1911-04-21,1911-10-04,77,70,420500
PHA,PHI11,1911,1911-04-12,1911-10-06,75,65,655100
PHI,PHI09,1911,1911-04-21,1911-10-09,76,69,579900
PIT,PIT06,1911,1911-04-20,1911-10-02,78,72,479227
SLA,STL07,1911,1911-04-12,1911-10-08,78,70,286400
SLN,STL05,1911,1911-04-20,1911-10-05,79,67,485100
WS1,WAS09,1911,1911-04-12,1911-10-04,77,68,282915
BOS,BOS07,1912,1912-04-20,1912-09-26,78,69,708050
BRO,NYC12,1912,1912-04-11,1912-10-05,76,69,229792
BSN,BOS05,1912,1912-04-11,1912-10-05,79,70,229164
CHA,CHI10,1912,1912-04-11,1912-09-29,78,73,724500
CHN,CHI08,1912,1912-04-20,1912-10-06,78,71,617530
CIN,CIN07,1912,1912-04-11,1912-10-06,77,69,406800
CLE,CLE 6.00,1912,1912-04-11,1912-09-29,77,67,340287
DET,DET04,1912,1912-04-20,1912-10-06,76,74,411013
NY1,NYC14,1912,1912-04-19,1912-10-02,76,68,743500
NYA,NYC13,1912,1912-04-11,1912-10-05,73,64,321816
NYA,NYC14,1912,1912-05-30,1912-09-02,3,2,26000
PHA,PHI11,1912,1912-04-11,1912-10-05,77,63,599200
PHI,PHI09,1912,1912-04-19,1912-09-21,75,61,382409
PIT,PIT06,1912,1912-04-18,1912-09-28,75,65,513700
SLA,STL07,1912,1912-04-18,1912-10-06,79,64,279362
SLN,STL05,1912,1912-04-11,1912-10-01,77,73,305610
WS1,WAS09,1912,1912-04-19,1912-10-01,78,68,376443
BOS,BOS07,1913,1913-04-10,1913-09-27,75,66,490600
BRO,NYC15,1913,1913-04-09,1913-09-27,77,71,490600
BSN,BOS05,1913,1913-04-17,1913-10-03,73,57,292400
BSN,BOS07,1913,1913-04-19,1913-05-30,4,4,45570
CHA,CHI10,1913,1913-04-17,1913-09-28,77,72,755200
CHN,CHI08,1913,1913-04-12,1913-10-05,76,70,539000
CIN,CIN07,1913,1913-04-12,1913-09-28,78,67,390200
CLE,CLE 6.00,1913,1913-04-11,1913-10-05,80,72,594973
DET,DET04,1913,1913-04-17,1913-10-05,76,67,400370
NY1,NYC14,1913,1913-04-10,1913-10-04,81,67,851900
NYA,NYC14,1913,1913-04-17,1913-09-30,75,68,344800
PHA,PHI11,1913,1913-04-17,1913-10-04,76,71,592500
PHI,PHI09,1913,1913-04-10,1913-09-30,78,65,456000
PIT,PIT06,1913,1913-04-17,1913-09-26,79,71,491700
SLA,STL07,1913,1913-04-10,1913-09-07,77,77,390700
SLN,STL05,1913,1913-04-17,1913-10-05,74,68,289450
WS1,WAS09,1913,1913-04-10,1913-10-04,78,68,370514
BLF,BAL10,1914,1914-04-13,1914-10-10,83,20,123692
BOS,BOS07,1914,1914-04-14,1914-10-07,79,24,216602
BRF,NYC19,1914,1914-05-11,1914-10-03,80,33,74000
BRO,NYC15,1914,1914-04-14,1914-10-06,79,57,314300
BSN,BOS05,1914,1914-04-23,1914-08-11,50,37,195917
BSN,BOS07,1914,1914-08-01,1914-09-29,29,19,240562
BUF,BUF04,1914,1914-05-11,1914-10-07,79,63,178671
CHA,CHI10,1914,1914-04-14,1914-10-04,81,32,313400
CHF,CHI11,1914,1914-04-23,1914-10-08,77,19,135400
CHN,CHI08,1914,1914-04-22,1914-09-14,76,68,386550
CIN,CIN07,1914,1914-04-14,1914-10-05,77,24,165800
CLE,CLE 6.00,1914,1914-04-22,1914-09-30,79,66,228866
DET,DET04,1914,1914-04-14,1914-10-04,78,62,376157
IND,IND07,1914,1914-04-23,1914-10-08,80,22,90475
KCF,KAN04,1914,1914-04-16,1914-09-06,74,25,48177
NY1,NYC14,1914,1914-04-23,1914-10-06,80,68,638300
NYA,NYC14,1914,1914-04-14,1914-09-15,78,68,479500
PHA,PHI11,1914,1914-04-23,1914-10-07,78,60,375800
PHI,PHI09,1914,1914-04-14,1914-10-01,78,29,138500
PIT,PIT06,1914,1914-04-23,1914-10-03,77,12,82500
PTF,PIT05,1914,1914-04-14,1914-10-10,75,44,130550
SLA,STL07,1914,1914-04-22,1914-10-01,81,64,337200
SLF,STL08,1914,1914-04-16,1914-09-04,76,14,33567
SLN,STL05,1914,1914-04-14,1914-10-05,79,17,124700
WS1,WAS09,1914,1914-04-23,1914-10-01,77,60,256159
BLF,BAL10,1915,1915-04-10,1915-10-02,75,18,65591
BOS,BOS07,1915,1915-04-22,1915-09-27,76,52,500679
BRF,NYC19,1915,1915-04-10,1915-09-30,74,13,27641
BRO,NYC15,1915,1915-04-22,1915-09-28,78,9,83800
BSN,BOS07,1915,1915-04-14,1915-07-26,52,26,131173
BSN,BOS08,1915,1915-08-18,1915-10-07,26,15,149458
BUF,BUF04,1915,1915-04-17,1915-09-08,77,12,45816
CHA,CHI10,1915,1915-04-22,1915-10-03,79,46,494400
CHF,CHI11,1915,1915-04-10,1915-10-03,78,10,99212
CHN,CHI08,1915,1915-04-14,1915-10-03,77,65,382050
CIN,CIN07,1915,1915-04-14,1915-10-03,79,51,232800
CLE,CLE 6.00,1915,1915-04-22,1915-09-29,77,57,186449
DET,DET04,1915,1915-04-14,1915-10-03,77,62,436165
KCF,KAN04,1915,1915-04-10,1915-09-28,77,7,47650
NEW,HAR01,1915,1915-04-16,1915-10-03,79,14,132532
NY1,NYC14,1915,1915-04-14,1915-09-30,76,13,115800
NYA,NYC14,1915,1915-04-22,1915-10-07,82,22,153474
PHA,PHI11,1915,1915-04-14,1915-09-27,74,10,26600
PHI,PHI09,1915,1915-04-22,1915-10-06,76,52,473500
PIT,PIT06,1915,1915-04-22,1915-09-25,79,15,85000
PTF,PIT05,1915,1915-04-17,1915-10-02,77,1,6000
SLA,STL07,1915,1915-04-14,1915-09-05,76,62,235150
SLF,STL08,1915,1915-04-17,1915-10-03,82,5,18700
SLN,STL05,1915,1915-04-22,1915-10-02,81,51,260000
WS1,WAS09,1915,1915-04-14,1915-10-06,80,44,151176
BOS,BOS07,1916,1916-04-12,1916-10-02,76,64,534320
BOS,BOS08,1916,1916-10-03,1916-10-03,2,1,4800
BRO,NYC15,1916,1916-04-12,1916-10-05,78,62,549000
BSN,BOS08,1916,1916-04-20,1916-09-27,78,60,441571
CHA,CHI10,1916,1916-04-12,1916-09-25,77,72,804042
CHN,CHI11,1916,1916-04-20,1916-10-01,79,70,536100
CIN,CIN07,1916,1916-04-12,1916-10-01,76,71,296900
CLE,CLE 6.00,1916,1916-04-12,1916-10-01,78,76,621678
DET,DET04,1916,1916-04-20,1916-09-25,77,75,630488
NY1,NYC14,1916,1916-04-20,1916-09-30,78,62,732000
NYA,NYC14,1916,1916-04-12,1916-10-04,79,66,681200
PHA,PHI11,1916,1916-04-20,1916-09-30,76,64,234850
PHI,PHI09,1916,1916-04-12,1916-10-05,79,65,551300
PIT,PIT06,1916,1916-04-20,1916-09-30,78,64,356300
SLA,STL07,1916,1916-04-21,1916-10-01,79,66,494200
SLN,STL05,1916,1916-04-12,1916-09-10,76,68,284330
WS1,WAS09,1916,1916-04-20,1916-09-12,81,72,300213
BOS,BOS07,1917,1917-04-21,1917-10-04,80,65,473633
BRO,NYC15,1917,1917-04-11,1917-10-04,78,62,296950
BSN,BOS08,1917,1917-04-12,1917-09-15,77,63,270490
CHA,CHI10,1917,1917-04-19,1917-09-16,79,70,796500
CHN,CHI11,1917,1917-04-11,1917-09-30,77,72,433585
CIN,CIN07,1917,1917-04-11,1917-09-30,80,69,311638
CLE,CLE 6.00,1917,1917-04-19,1917-09-30,78,72,512056
DET,DET04,1917,1917-04-11,1917-09-16,76,67,409990
NY1,NYC14,1917,1917-04-20,1917-09-12,80,64,700000
NYA,NYC14,1917,1917-04-11,1917-10-03,75,62,453600
PHA,PHI11,1917,1917-04-11,1917-09-29,76,64,263050
PHI,PHI09,1917,1917-04-20,1917-10-03,76,61,409123
PIT,PIT06,1917,1917-04-19,1917-10-01,79,68,236800
SLA,STL07,1917,1917-04-11,1917-09-15,78,67,300950
SLN,STL05,1917,1917-04-19,1917-09-30,78,66,366300
WS1,WAS09,1917,1917-04-20,1917-09-29,80,67,161273
BOS,BOS07,1918,1918-04-15,1918-08-31,70,59,309944
BRO,NYC15,1918,1918-04-24,1918-08-28,54,38,145700
BSN,BOS08,1918,1918-04-24,1918-09-02,52,45,146100
CHA,CHI10,1918,1918-04-16,1918-09-01,56,45,247500
CHN,CHI11,1918,1918-04-24,1918-09-01,74,50,283342
CIN,CIN07,1918,1918-04-16,1918-09-02,71,43,180800
CLE,CLE 6.00,1918,1918-04-18,1918-08-12,62,45,293943
DET,DET04,1918,1918-04-24,1918-09-02,58,43,207849
NY1,NYC14,1918,1918-04-16,1918-08-31,56,36,353300
NYA,NYC14,1918,1918-04-24,1918-09-02,67,43,343000
PHA,PHI11,1918,1918-04-24,1918-08-28,68,37,163400
PHI,PHI09,1918,1918-04-16,1918-09-02,57,31,117000
PIT,PIT06,1918,1918-04-25,1918-09-02,71,50,217500
SLA,STL07,1918,1918-04-26,1918-09-01,53,31,147500
SLN,STL05,1918,1918-04-16,1918-08-26,73,43,136000
WS1,WAS09,1918,1918-04-15,1918-09-02,74,45,229510
BOS,BOS07,1919,1919-05-01,1919-09-20,66,30,360550
BRO,NYC15,1919,1919-05-02,1919-09-07,70,58,469500
BSN,BOS08,1919,1919-04-19,1919-09-27,68,21,112800
CHA,CHI10,1919,1919-05-02,1919-09-28,70,25,461000
CHN,CHI11,1919,1919-04-24,1919-09-21,71,30,265756
CIN,CIN07,1919,1919-04-23,1919-09-28,70,46,504840
CLE,CLE 6.00,1919,1919-05-01,1919-09-28,69,16,250000
DET,DET04,1919,1919-04-25,1919-09-25,70,35,527600
NY1,NYC14,1919,1919-05-02,1919-09-28,69,46,745000
NYA,NYC14,1919,1919-04-23,1919-09-26,73,57,775500
PHA,PHI11,1919,1919-05-02,1919-09-29,70,14,79200
PHI,PHI09,1919,1919-04-23,1919-09-26,71,23,124300
PIT,PIT06,1919,1919-05-02,1919-09-20,70,52,270300
SLA,STL07,1919,1919-04-23,1919-09-03,70,35,323498
SLN,STL05,1919,1919-05-01,1919-09-28,69,27,121750
WS1,WAS09,1919,1919-04-23,1919-09-28,72,12,103150
BOS,BOS07,1920,1920-04-15,1920-09-28,76,62,425694
BRO,NYC15,1920,1920-04-14,1920-10-03,78,72,925500
BSN,BOS08,1920,1920-04-24,1920-10-02,74,53,238600
CHA,CHI10,1920,1920-04-14,1920-09-27,77,36,682500
CHN,CHI11,1920,1920-04-22,1920-10-03,77,41,336300
CIN,CIN07,1920,1920-04-14,1920-10-03,77,48,484023
CLE,CLE 6.00,1920,1920-04-14,1920-09-25,78,30,542500
DET,DET04,1920,1920-04-22,1920-10-03,78,45,540800
NY1,NYC14,1920,1920-04-14,1920-10-03,80,66,1024000
NYA,NYC14,1920,1920-04-22,1920-09-26,77,71,1479288
PHA,PHI11,1920,1920-04-14,1920-10-02,77,18,109900
PHI,PHI09,1920,1920-04-22,1920-09-25,77,33,181500
PIT,PIT06,1920,1920-04-23,1920-10-02,78,60,434900
SLA,STL07,1920,1920-04-22,1920-10-03,78,64,395426
SLN,STL05,1920,1920-04-14,1920-06-06,29,27,116750
SLN,STL07,1920,1920-07-01,1920-09-05,47,39,215800
WS1,WAS09,1920,1920-04-22,1920-10-03,76,25,209786
BOS,BOS07,1921,1921-04-21,1921-10-01,77,53,301500
BRO,NYC15,1921,1921-04-17,1921-10-02,78,75,680500
BSN,BOS08,1921,1921-04-13,1921-09-28,74,59,415500
CHA,CHI10,1921,1921-04-21,1921-10-02,77,24,338500
CHN,CHI11,1921,1921-04-13,1921-09-28,76,38,340000
CIN,CIN07,1921,1921-04-13,1921-10-02,76,63,308984
CLE,CLE 6.00,1921,1921-04-21,1921-09-08,77,20,321500
DET,DET04,1921,1921-04-14,1921-10-02,77,42,534000
NY1,NYC14,1921,1921-04-21,1921-09-10,79,73,1161500
NYA,NYC14,1921,1921-04-13,1921-10-02,78,67,1385000
PHA,PHI11,1921,1921-04-21,1921-09-29,77,26,220500
PHI,PHI09,1921,1921-04-13,1921-10-01,76,32,212400
PIT,PIT06,1921,1921-04-21,1921-09-27,76,69,740300
SLA,STL07,1921,1921-04-13,1921-09-11,77,65,387550
